t,ax,ay,az
0.0,-0.166,0.23,-0.112
0.01,-0.169,0.023,-0.059
0.02,-0.118,-0.12,-0.051
0.03,-0.152,-0.022,0.041
0.04,-0.101,-0.068,0.082
0.05,-0.191,0.132,0.106
0.06,-0.25,0.159,0.123
0.07,-0.281,-0.031,0.061
0.08,-0.366,-0.087,-0.024
0.09,-0.367,-0.154,-0.054
0.1,-0.329,-0.126,-0.029
0.11,-0.301,0.134,-0.029
0.12,-0.166,0.239,-0.075
0.13,-0.169,0.281,-0.074
0.14,-0.218,0.221,-0.008
0.15,-0.144,-0.001,0.024
0.16,-0.15,-0.091,0.029
0.17,-0.174,-0.219,0.063
0.18,-0.195,-0.176,0.13
0.19,-0.254,-0.05,0.069
0.2,-0.337,0.097,0.112
0.21,-0.299,0.0,-0.019
0.22,-0.254,-0.014,-0.117
0.23,-0.255,-0.072,-0.071
0.24,-0.303,0.054,-0.004
0.25,-0.307,0.284,0.029
0.26,-0.259,0.249,-0.025
0.27,-0.134,0.249,-0.13
0.28,-0.057,-0.005,-0.139
0.29,-0.099,-0.381,0.073
0.3,-0.139,-0.307,0.13
0.31,-0.313,-0.168,0.295
0.32,-0.314,-0.039,0.19
0.33,-0.269,0.25,-0.02
0.34,-0.293,0.182,-0.152
0.35,-0.252,0.006,-0.174
0.36,-0.381,-0.073,-0.079
0.37,-0.27,0.022,-0.027
0.38,-0.228,0.083,0.036
0.39,-0.217,0.252,0.051
0.4,-0.022,0.212,-0.035
0.41,-0.108,0.062,0.018
0.42,-0.285,-0.206,0.112
0.43,-0.284,-0.323,0.092
0.44,-0.363,-0.262,0.09
0.45,-0.221,-0.115,0.008
0.46,-0.259,0.113,-0.018
0.47,-0.252,0.376,-0.019
0.48,-0.333,0.169,0.032
0.49,-0.308,0.101,-0.023
0.5,-0.159,0.03,-0.128
0.51,-0.261,-0.13,-0.02
0.52,-0.177,0.09,0.011
0.53,-0.215,0.094,-0.875
0.54,-0.213,-0.008,0.086
0.55,-0.103,-0.137,0.002
0.56,-0.191,-0.201,0.08
0.57,-0.255,-0.251,0.126
