t,ax,ay,az
0.0,-0.237,0.098,-0.01
0.01,-0.234,0.214,-0.159
0.02,-0.232,-0.006,-0.121
0.03,-0.308,-0.061,-0.035
0.04,-0.28,0.047,-0.024
0.05,-0.268,0.046,0.031
0.06,-0.181,0.281,-0.029
0.07,-0.165,0.179,-0.008
0.08,-0.21,0.021,0.05
0.09,-0.148,-0.165,0.043
0.1,-0.33,-0.263,0.098
0.11,-0.258,-0.238,0.061
0.12,-0.159,0.009,0.003
0.13,-0.32,0.187,0.09
0.14,-0.22,0.275,-0.048
0.15,-0.296,0.211,-0.05
0.16,-0.334,0.036,-0.063
0.17,-0.192,-0.083,-0.117
0.18,-0.305,-0.054,0.02
0.19,-0.202,0.028,0.041
0.2,-0.143,0.144,0.018
0.21,-0.183,0.073,0.014
0.22,-0.061,-0.147,-0.02
0.23,-0.209,-0.193,0.085
0.24,-0.261,-0.216,0.16
0.25,-0.263,-0.102,0.084
0.26,-0.414,0.167,0.068
0.27,-0.327,0.167,-0.039
0.28,-0.285,0.226,-0.112
0.29,-0.286,0.1,-0.072
0.3,-0.183,-0.142,-0.073
0.31,-0.227,-0.044,-0.039
0.32,-0.191,-0.101,0.019
0.33,-0.093,-0.034,0.116
0.34,-0.075,0.164,0.08
0.35,-0.187,0.047,0.091
0.36,-0.31,-0.07,0.027
0.37,-0.351,-0.017,-0.037
0.38,-0.424,-0.002,0.009
0.39,-0.342,0.075,-0.035
0.4,-0.253,0.235,-0.088
0.41,-0.246,0.111,-0.075
0.42,-0.231,0.151,-0.023
0.43,-0.196,0.004,0.027
0.44,-0.077,-0.225,0.034
0.45,-0.047,-0.125,-0.013
0.46,-0.132,-0.103,0.07
0.47,-0.241,0.096,0.127
0.48,-0.307,0.172,0.106
0.49,-0.284,0.138,-0.036
0.5,-0.274,-0.2,-0.127
0.51,-0.347,-0.029,-0.061
0.52,-0.297,-0.033,0.089
0.53,-0.366,0.17,0.087
0.54,-0.368,0.333,0.012
